1.305	-0.104126336	-0.144390596	-0.06636536	-0.068405336
1.31	-0.100840931	-0.157345751	-0.065645611	-0.080617374
1.315	-0.096899097	-0.169816693	-0.06421673	-0.092465391
1.32	-0.092351046	-0.181787249	-0.062124582	-0.103923686
1.325	-0.08724546	-0.193244947	-0.059414459	-0.114970497
1.33	-0.08162935	-0.204180695	-0.056130854	-0.125587743
1.335	-0.075547936	-0.21458847	-0.052317261	-0.135760768
1.34	-0.069044572	-0.224465036	-0.048016008	-0.145478082
1.345	-0.062160681	-0.233809658	-0.043268127	-0.154731114
1.35	-0.054935724	-0.242623848	-0.038113241	-0.163513966
1.355	-0.047407182	-0.250911118	-0.032589476	-0.171823183
1.36	-0.039610551	-0.258676751	-0.026733401	-0.179657525
1.365	-0.031579361	-0.265927591	-0.020579979	-0.187017756
1.37	-0.023345199	-0.272671843	-0.014162538	-0.193906442
1.375	-0.01493774	-0.278918891	-0.007512756	-0.200327755
1.38	-0.006384791	-0.28467913	-0.00066066	-0.206287297
1.385	0.002287655	-0.28996381	0.00636537	-0.21179193
1.39	0.01105537	-0.294784892	0.013538575	-0.216849616
1.395	0.019895833	-0.299154921	0.020833799	-0.22146927
1.4	0.028788164	-0.303086902	0.028227452	-0.225660625
1.405	0.03771306	-0.306594194	0.035697469	-0.229434104
1.41	0.046652734	-0.309690412	0.043223271	-0.232800702
1.415	0.05559084	-0.312389335	0.050785714	-0.23577188
1.42	0.064512413	-0.314704826	0.05836704	-0.238359466
1.425	0.073403797	-0.316650759	0.065950822	-0.240575563
1.43	0.082252575	-0.318240954	0.07352191	-0.242432469
1.435	0.091047506	-0.319489122	0.081066374	-0.243942599
1.44	0.099778457	-0.320408808	0.088571449	-0.245118423
1.445	0.10843634	-0.321013348	0.096025473	-0.245972399
1.45	0.117013041	-0.321315831	0.103417831	-0.246516925
1.455	0.125501365	-0.321329065	0.110738899	-0.246764286
1.46	0.133894974	-0.321065543	0.117979985	-0.246726614
1.465	0.142188322	-0.320537425	0.125133272	-0.246415852
1.47	0.150376605	-0.319756513	0.132191763	-0.24584372
1.475	0.158455701	-0.318734237	0.139149233	-0.245021689
1.48	0.166422118	-0.317481642	0.146000166	-0.243960957
1.485	0.174272945	-0.316009379	0.152739712	-0.242672433
1.49	0.182005797	-0.314327698	0.159363636	-0.241166719
1.495	0.189618777	-0.312446448	0.165868266	-0.239454099
1.5	0.197110423	-0.310375071	0.172250456	-0.237544535
1.505	0.204479673	-0.30812261	0.178507534	-0.235447654
1.51	0.211725821	-0.305697713	0.184637266	-0.233172754
1.515	0.218848478	-0.303108631	0.190637814	-0.230728799
1.52	0.225847545	-0.300363238	0.196507701	-0.228124421
1.525	0.232723169	-0.297469031	0.202245775	-0.225367929
1.53	0.239475722	-0.294433145	0.207851172	-0.222467309
1.535	0.246105768	-0.291262364	0.213323295	-0.219430238
1.54	0.252614039	-0.287963137	0.218661778	-0.216264086
1.545	0.259001409	-0.284541586	0.223866459	-0.212975934
1.55	0.265268877	-0.281003524	0.228937362	-0.20957258
1.555	0.271417542	-0.277354472	0.23387467	-0.206060554
1.56	0.277448591	-0.27359967	0.238678709	-0.202446131
1.565	0.28336328	-0.269744095	0.243349928	-0.198735342
1.57	0.289162924	-0.265792477	0.247888879	-0.19493399
1.575	0.294848881	-0.261749314	0.252296213	-0.191047667
1.58	0.30042255	-0.257618887	0.256572662	-0.187081762
1.585	0.305885357	-0.253405277	0.260719027	-0.183041484
1.59	0.311238751	-0.249112375	0.264736176	-0.178931867
1.595	0.3164842	-0.244743904	0.268625032	-0.174757789
1.6	0.321623189	-0.240303425	0.272386572	-0.170523991
1.605	0.326657221	-0.235794354	0.276021822	-0.166235078
1.61	0.331587811	-0.231219975	0.279531859	-0.161895543
1.615	0.336416495	-0.226583446	0.282917804	-0.157509773
1.62	0.341144827	-0.221887812	0.286180831	-0.153082064
1.625	0.345774387	-0.217136017	0.289322168	-0.148616626
1.63	0.350306785	-0.212330903	0.292343098	-0.144117599
1.635	0.354743665	-0.207475226	0.295244966	-0.139589055
1.64	0.359086714	-0.202571653	0.298029188	-0.135035009
1.645	0.363337668	-0.197622768	0.300697253	-0.130459423
1.65	0.367498319	-0.192631074	0.303250738	-0.12586621
1.655	0.371570526	-0.187598992	0.305691308	-0.121259239
1.66	0.375556217	-0.182528859	0.308020733	-0.116642333
1.665	0.379457399	-0.177422926	0.310240893	-0.112019268
1.67	0.383276171	-0.172283353	0.312353786	-0.107393775
1.675	0.387014721	-0.1671122	0.314361544	-0.102769534
1.68	0.390675339	-0.16191142	0.316266436	-0.09815017
1.685	0.39426042	-0.156682852	0.31807088	-0.093539242
1.69	0.397772466	-0.151428204	0.31977745	-0.088940239
1.695	0.401214093	-0.146149048	0.321388883	-0.084356568
1.7	0.404588028	-0.140846797	0.322908089	-0.079791543
1.705	0.40789711	-0.135522701	0.324338152	-0.075248372
1.71	0.411144292	-0.130177822	0.325682338	-0.070730141
1.715	0.414332629	-0.124813025	0.326944096	-0.066239801
1.72	0.417465273	-0.119428952	0.328127059	-0.061780151
1.725	0.420545477	-0.114026019	0.329235041	-0.057353819
1.73	0.423576566	-0.108604386	0.330272046	-0.052963246
1.735	0.426561938	-0.103163946	0.33124225	-0.048610669
1.74	0.429505041	-0.097704307	0.33215	-0.044298096
1.745	0.432409361	-0.092224779	0.332999809	-0.040027293
1.75	0.435278398	-0.08672436	0.333796344	-0.035799763
1.755	0.438115644	-0.081201711	0.334544409	-0.031616728
1.76	0.440924565	-0.075655163	0.335248938	-0.027479109
1.765	0.443708565	-0.070082695	0.335914973	-0.02338751
1.77	0.446470969	-0.064481931	0.336547645	-0.019342202
1.775	0.449214981	-0.058850129	0.337152157	-0.015343108
1.78	0.451943664	-0.053184184	0.337733758	-0.01138979
1.785	0.454659897	-0.047480626	0.338297717	-0.007481429
1.79	0.457366349	-0.041735623	0.338849302	-0.00361683
1.795	0.46006544	-0.035944988	0.339393746	0.000205599
1.8	0.462759307	-0.030104188	0.33993622	0.003987847
1.805	0.465449772	-0.024208357	0.340481802	0.007732307
1.81	0.468138301	-0.018252316	0.341035447	0.01144177
1.815	0.470825975	-0.01223059	0.341601951	0.01511943
1.82	0.473513456	-0.006137432	0.342185918	0.018768876
1.825	0.476200953	3.31E-05	0.342791734	0.022394079
1.83	0.478888197	0.00628733	0.343423525	0.02599939
1.835	0.481574409	0.012631505	0.344085129	0.029589517
1.84	0.484258278	0.019072177	0.344780064	0.033169512
1.845	0.486937944	0.025615948	0.345511497	0.036744748
1.85	0.489610971	0.032269476	0.346282214	0.040320894
1.855	0.492274345	0.039039421	0.347094594	0.043903891
1.86	0.494924455	0.045932401	0.347950587	0.04749992
1.865	0.497557093	0.052954941	0.348851682	0.05111537
1.87	0.500167455	0.06011342	0.3497989	0.054756803
1.875	0.502750144	0.067414024	0.350792766	0.058430916
1.88	0.50529918	0.074862694	0.351833304	0.062144505
1.885	0.507808016	0.082465071	0.352920023	0.065904421
1.89	0.510269557	0.090226453	0.354051912	0.069717532
1.895	0.512676188	0.098151743	0.355227438	0.073590681
1.9	0.515019797	0.106245407	0.35644455	0.077530641
1.905	0.517291818	0.114511428	0.357700682	0.081544075
1.91	0.519483258	0.122953272	0.358992765	0.085637494
1.915	0.521584748	0.131573852	0.360317238	0.089817219
1.92	0.523586583	0.140375491	0.361670072	0.09408934
1.925	0.52547877	0.149359903	0.363046783	0.098459679
1.93	0.527251081	0.158528168	0.364442461	0.102933758
1.935	0.528893091	0.167880722	0.365851801	0.107516762
1.94	0.530394255	0.177417327	0.367269124	0.112213519
1.945	0.531743933	0.187137089	0.368688419	0.117028464
1.95	0.532931461	0.19703844	0.370103374	0.121965624
1.955	0.533946195	0.207119145	0.37150741	0.127028597
1.96	0.534777562	0.217376314	0.372893723	0.132220537
1.965	0.535415111	0.227806412	0.37425532	0.137544141
1.97	0.535848558	0.238405276	0.375585058	0.143001646
1.975	0.536067827	0.249168138	0.376875684	0.148594821
1.98	0.5360631	0.260089644	0.378119874	0.154324968
1.985	0.535824839	0.271163892	0.379310264	0.160192929
1.99	0.535343844	0.282384446	0.380439498	0.166199087
1.995	0.534611255	0.293744387	0.381500254	0.17234338
2	0.533618602	0.305236337	0.382485281	0.178625315
