1	0.488227067	-0.679300063	0.481521663	-0.691480637
1.005	0.509061463	-0.652432066	0.502477659	-0.666102377
1.01	0.528559769	-0.624375808	0.522214059	-0.639627989
1.015	0.546620403	-0.595189795	0.540645169	-0.612109832
1.02	0.563142454	-0.564942795	0.55768615	-0.583608351
1.025	0.578026767	-0.533714303	0.573253829	-0.554192386
1.03	0.591177161	-0.501594892	0.587267597	-0.523939392
1.035	0.602501756	-0.468686419	0.599650373	-0.492935572
1.04	0.6119144	-0.43510209	0.610329637	-0.461275901
1.045	0.619336182	-0.400966317	0.61923852	-0.429064011
1.05	0.624697007	-0.366414375	0.626316929	-0.396411955
1.055	0.627937189	-0.331591814	0.631512693	-0.363439795
1.06	0.629009044	-0.296653632	0.634782707	-0.330275034
1.065	0.627878423	-0.261763185	0.636094045	-0.297051879
1.07	0.624526156	-0.227090815	0.63542502	-0.263910315
1.075	0.61894934	-0.192812243	0.632766154	-0.230995013
1.08	0.611162435	-0.159106705	0.628121033	-0.198454069
1.085	0.60119811	-0.126154866	0.621507008	-0.166437578
1.09	0.589107794	-0.09413656	0.612955722	-0.135096092
1.095	0.574961907	-0.063228404	0.602513429	-0.104578947
1.1	0.558849708	-0.033601323	0.590241085	-0.075032524
1.105	0.540878775	-0.005418057	0.576214188	-0.04659847
1.11	0.521174096	0.021169247	0.560522366	-0.019411898
1.115	0.499876768	0.046021349	0.543268698	0.006400341
1.12	0.477142344	0.069014013	0.524568794	0.03072132
1.125	0.453138859	0.09003985	0.504549603	0.053445579
1.13	0.428044569	0.109009843	0.48334804	0.074480456
1.135	0.402045495	0.125854506	0.461109384	0.093747269
1.14	0.375332804	0.14052465	0.437985552	0.11118221
1.145	0.34810014	0.152991727	0.414133231	0.126737018
1.15	0.320540929	0.163247778	0.38971198	0.140379344
1.155	0.292845809	0.171304946	0.364882265	0.152092866
1.16	0.265200151	0.177194648	0.339803557	0.161877111
1.165	0.237781817	0.180966394	0.314632487	0.16974701
1.17	0.210759171	0.18268631	0.289521104	0.175732219
1.175	0.184289371	0.18243545	0.264615282	0.179876218
1.18	0.158516974	0.18030792	0.240053329	0.182235209
1.185	0.133572879	0.176408898	0.215964744	0.182876888
1.19	0.109573578	0.170852604	0.192469228	0.181879078
1.195	0.086620734	0.163760267	0.169675901	0.179328297
1.2	0.064801061	0.15525814	0.147682738	0.175318289
1.205	0.044186443	0.145475622	0.126576197	0.16994855
1.21	0.024834318	0.134543492	0.106431112	0.163322866
1.215	0.006788245	0.122592306	0.087310693	0.155547927
1.22	-0.009921358	0.109750951	0.069266751	0.146732008
1.225	-0.025276354	0.0961454	0.052340053	0.13698374
1.23	-0.039269926	0.081897628	0.036560786	0.126411003
1.235	-0.051905564	0.067124729	0.021949143	0.11511993
1.24	-0.063196023	0.051938198	0.008515979	0.103214032
1.245	-0.073162252	0.036443383	-0.003736482	0.090793455
1.25	-0.081832375	0.020739088	-0.0148139	0.077954357
1.255	-0.089240662	0.004917313	-0.024729039	0.064788401
1.26	-0.095426588	-0.010936881	-0.033501012	0.05138236
1.265	-0.10043391	-0.026745401	-0.0411545	0.03781783
1.27	-0.104309837	-0.042437066	-0.04771903	0.024171035
1.275	-0.10710425	-0.057947465	-0.053228247	0.010512713
1.28	-0.108868999	-0.07321876	-0.057719252	-0.003091915
1.285	-0.10965727	-0.08819944	-0.061231965	-0.016583122
1.29	-0.109523024	-0.102844038	-0.063808533	-0.029906583
1.295	-0.108520493	-0.117112814	-0.0654928	-0.043013249
1.3	-0.10670375	-0.130971426	-0.06632981	-0.055859178
